id,userId,loginId,Algorithm,count_total_played,count_rec_played,count_refresh
3811,192781,UNytXeI,ShuffledTopPicks,2,0.0,0.0
3812,192781,XgeBMaR,FilmReleaseDate,1,0.0,0.0
3813,192781,Y2d0IXa,ShuffledTopPicks,14,0.0,0.0
3814,192781,YYwAhKE,ShuffledTopPicks,7,0.0,0.0
3815,192781,bFwmTEr,FilmReleaseDate,1,0.0,0.0
3816,192781,bliWVic,ShuffledTopPicks,2,0.0,0.0
3817,192781,gz0SaLN,ShuffledTopPicks,3,0.0,0.0
3818,192781,jIyfnd1,ShuffledTopPicks,13,0.0,0.0
3819,192781,nuKwS2b,FilmReleaseDate,6,0.0,0.0
3820,192781,rh60n8a,FilmReleaseDate,2,0.0,0.0
3821,192781,sdZzhJ4,ShuffledTopPicks,4,0.0,0.0
3822,192781,z1Xx8iA,PredictedRating,7,0.0,0.0
3823,192789,H6MZCWu,ShuffledTopPicks,1,0.0,0.0
3824,192789,bLBYob5,TagSimilarity,1,0.0,0.0
3825,192789,heMzQAQ,PredictedRating,3,0.0,0.0
3826,192789,iunW6mo,FilmReleaseDate,1,0.0,0.0
3827,192789,vzHGUvh,PredictedRating,1,0.0,0.0
3828,192789,wvO3vYW,PredictedRating,1,0.0,0.0
3829,192949,BZqiZ7K,TagSimilarity,1,0.0,0.0
3830,192949,cxRoKCx,FilmReleaseDate,3,0.0,0.0
3831,192949,rA4yGv3,TagSimilarity,1,0.0,0.0
3832,193072,CIqZyQU,TagSimilarity,1,0.0,0.0
3833,193072,Czii7Lm,TagSimilarity,1,0.0,0.0
3834,193072,s2TuxE4,FilmReleaseDate,1,0.0,0.0
3835,193089,MAf7Y8e,ShuffledTopPicks,1,0.0,0.0
3836,193089,i8yWpIN,ShuffledTopPicks,1,0.0,0.0
3837,193161,1QtjZIM,ShuffledTopPicks,3,0.0,0.0
3838,193161,3COolDZ,TagSimilarity,1,0.0,0.0
3839,193161,6sD5opu,TagSimilarity,1,0.0,0.0
3840,193161,BEDB7qQ,FilmReleaseDate,2,0.0,0.0
3841,193161,fRnoDWV,TagSimilarity,1,0.0,0.0
3842,193161,itXneFr,TagSimilarity,1,0.0,0.0
3843,193161,m0HLtPq,ShuffledTopPicks,8,0.0,0.0
3844,193161,qbAxFu7,TagSimilarity,1,0.0,0.0
3845,193161,swWxYGW,TagSimilarity,13,0.0,0.0
3846,193161,uZV7eDF,ShuffledTopPicks,4,0.0,0.0
3847,193201,fOTjlcP,TagSimilarity,1,0.0,0.0
3848,193212,E8fUAhS,FilmReleaseDate,1,0.0,0.0
3849,193212,K3WcMG7,TagSimilarity,1,0.0,0.0
3850,193212,UAlf2cv,FilmReleaseDate,2,1.0,0.0
3851,193212,htlwRL6,ShuffledTopPicks,1,0.0,0.0
3852,193212,jWQjfcw,TagSimilarity,1,0.0,0.0
3853,193212,kS7a4Fd,ShuffledTopPicks,2,0.0,0.0
3854,193212,uOCHw8Z,PredictedRating,1,0.0,0.0
3855,193212,w0HPW0s,TagSimilarity,1,0.0,0.0
3856,193239,Mu2yUNR,FilmReleaseDate,1,0.0,0.0
3857,193279,NswJyI4,FilmReleaseDate,1,0.0,0.0
3858,193279,wZCivFq,PredictedRating,1,0.0,0.0
3859,193374,0EBIKOF,ShuffledTopPicks,1,0.0,0.0
3860,193374,0ODfidB,PredictedRating,1,0.0,0.0
3861,193374,0ovosHc,FilmReleaseDate,2,0.0,0.0
3862,193374,1ESXUGR,TagSimilarity,2,0.0,0.0
3863,193374,1IrkGBY,PredictedRating,1,0.0,0.0
3864,193374,3827TPU,TagSimilarity,1,0.0,0.0
3865,193374,3DgZAs7,TagSimilarity,5,0.0,0.0
3866,193374,4Mgv74n,PredictedRating,1,0.0,0.0
3867,193374,4lfL7N8,FilmReleaseDate,1,0.0,0.0
3868,193374,4qdklGg,FilmReleaseDate,8,0.0,0.0
3869,193374,6FKywU4,ShuffledTopPicks,1,0.0,0.0
3870,193374,6HcxGqg,FilmReleaseDate,2,0.0,0.0
3871,193374,6OPWp2j,FilmReleaseDate,1,0.0,0.0
3872,193374,6wYZ1N1,ShuffledTopPicks,1,0.0,0.0
3873,193374,74bLhNH,ShuffledTopPicks,1,0.0,0.0
3874,193374,7LfvWMV,TagSimilarity,2,0.0,0.0
3875,193374,7XoIT4l,PredictedRating,11,0.0,0.0
3876,193374,89Mzo2Y,FilmReleaseDate,3,0.0,0.0
3877,193374,8dsmtY7,TagSimilarity,9,0.0,0.0
3878,193374,95TUACi,FilmReleaseDate,2,0.0,0.0
3879,193374,A9soBwy,PredictedRating,12,0.0,0.0
3880,193374,ANyQ0fg,TagSimilarity,1,0.0,0.0
3881,193374,APNsmvt,PredictedRating,9,0.0,0.0
3882,193374,CXyJXAs,FilmReleaseDate,2,0.0,0.0
3883,193374,CZt9r7K,FilmReleaseDate,1,0.0,0.0
3884,193374,Cn3iIn9,ShuffledTopPicks,2,0.0,0.0
3885,193374,D7EoDZY,ShuffledTopPicks,1,0.0,0.0
3886,193374,F8cp75l,TagSimilarity,1,0.0,0.0
3887,193374,FPtEXta,TagSimilarity,1,0.0,0.0
3888,193374,GMPlfPL,FilmReleaseDate,5,0.0,0.0
3889,193374,GWcYRRW,ShuffledTopPicks,3,0.0,0.0
3890,193374,Gr3AeBV,FilmReleaseDate,3,0.0,0.0
3891,193374,Gvw2oVl,TagSimilarity,2,0.0,0.0
3892,193374,HX1cdjV,PredictedRating,1,0.0,0.0
3893,193374,HXIKWIL,PredictedRating,7,0.0,0.0
3894,193374,I2u1PA7,FilmReleaseDate,5,0.0,0.0
3895,193374,J5377ZT,TagSimilarity,2,0.0,0.0
3896,193374,JKcDYB0,TagSimilarity,25,0.0,0.0
3897,193374,JwxXa3r,FilmReleaseDate,6,0.0,0.0
3898,193374,KtqqgRP,FilmReleaseDate,7,0.0,0.0
3899,193374,LHTt420,TagSimilarity,2,0.0,0.0
3900,193374,MIzOOPp,TagSimilarity,1,0.0,0.0
3901,193374,MK58Kb8,FilmReleaseDate,1,0.0,0.0
3902,193374,Mp7rM5Q,FilmReleaseDate,1,0.0,0.0
3903,193374,OXtEwch,FilmReleaseDate,1,0.0,0.0
3904,193374,OqBM6Zr,PredictedRating,1,0.0,0.0
3905,193374,R5el50B,FilmReleaseDate,1,0.0,0.0
3906,193374,RC2ttyM,PredictedRating,3,0.0,0.0
3907,193374,SUoSasY,TagSimilarity,8,0.0,0.0
3908,193374,Sc0Jegu,TagSimilarity,4,0.0,0.0
3909,193374,TCj4uvW,PredictedRating,2,0.0,0.0
3910,193374,UsS4Fj6,ShuffledTopPicks,1,0.0,0.0
3911,193374,UvYHi9z,TagSimilarity,1,0.0,0.0
3912,193374,V0mt8vI,FilmReleaseDate,3,0.0,0.0
3913,193374,V9cYrwN,TagSimilarity,1,0.0,0.0
3914,193374,WQ5p6fR,PredictedRating,9,0.0,0.0
3915,193374,WXMJkcu,PredictedRating,1,0.0,0.0
3916,193374,WdDqsJO,ShuffledTopPicks,1,0.0,0.0
3917,193374,WvDiE1c,FilmReleaseDate,1,0.0,0.0
3918,193374,XISZs2I,FilmReleaseDate,4,0.0,0.0
3919,193374,Yzd47SG,FilmReleaseDate,3,0.0,0.0
3920,193374,ZC6GFq6,ShuffledTopPicks,1,0.0,0.0
3921,193374,ZlQhnRA,FilmReleaseDate,3,0.0,0.0
3922,193374,aAbcxPS,ShuffledTopPicks,6,0.0,0.0
3923,193374,bMRorTF,PredictedRating,2,0.0,0.0
3924,193374,coQQQrS,ShuffledTopPicks,5,0.0,0.0
3925,193374,d3axgB8,ShuffledTopPicks,5,0.0,0.0
3926,193374,dRxyTeh,TagSimilarity,3,0.0,0.0
3927,193374,dnrChG9,FilmReleaseDate,1,0.0,0.0
3928,193374,etbSB3y,TagSimilarity,10,0.0,0.0
3929,193374,f9rSGnp,ShuffledTopPicks,1,0.0,0.0
3930,193374,fEXeLJq,ShuffledTopPicks,3,0.0,0.0
3931,193374,fMlYpne,ShuffledTopPicks,2,0.0,0.0
3932,193374,falNHT0,PredictedRating,1,0.0,0.0
3933,193374,fcNavh5,PredictedRating,4,0.0,0.0
3934,193374,gVuoBvI,PredictedRating,12,0.0,0.0
3935,193374,htth9sd,ShuffledTopPicks,3,0.0,0.0
3936,193374,iFvokRA,TagSimilarity,1,0.0,0.0
3937,193374,jRLVlxg,PredictedRating,1,0.0,0.0
3938,193374,jerYPGM,TagSimilarity,2,0.0,0.0
3939,193374,k1Kd76K,TagSimilarity,4,0.0,0.0
3940,193374,kEBcXYG,FilmReleaseDate,6,0.0,0.0
3941,193374,lcwob05,PredictedRating,3,0.0,0.0
3942,193374,lg4LGWW,FilmReleaseDate,9,0.0,0.0
3943,193374,lzHtdjX,FilmReleaseDate,1,0.0,0.0
3944,193374,makktsH,FilmReleaseDate,1,0.0,0.0
3945,193374,nDQ3JhX,TagSimilarity,6,0.0,0.0
3946,193374,nYjQZXa,TagSimilarity,2,0.0,0.0
3947,193374,nrRT5WH,TagSimilarity,2,0.0,0.0
3948,193374,otdixwL,FilmReleaseDate,5,0.0,0.0
3949,193374,pHYkiYP,FilmReleaseDate,2,0.0,0.0
3950,193374,pKB7IJu,ShuffledTopPicks,6,0.0,0.0
3951,193374,pf9q5OS,ShuffledTopPicks,5,0.0,0.0
3952,193374,qEsDp7X,TagSimilarity,1,0.0,0.0
3953,193374,qoKvvzr,FilmReleaseDate,1,0.0,0.0
3954,193374,qykAK2x,TagSimilarity,1,0.0,0.0
3955,193374,qz2PRp0,TagSimilarity,2,0.0,0.0
3956,193374,rWtaBha,PredictedRating,1,0.0,0.0
3957,193374,ryw4XRy,TagSimilarity,12,0.0,0.0
3958,193374,tBsqMAw,FilmReleaseDate,4,0.0,0.0
3959,193374,tukMiQo,PredictedRating,2,0.0,0.0
3960,193374,v3Mx979,PredictedRating,7,0.0,0.0
3961,193374,vCmNygf,TagSimilarity,3,0.0,0.0
3962,193374,vymrGPy,ShuffledTopPicks,1,0.0,0.0
3963,193374,wVXT3cf,ShuffledTopPicks,5,0.0,0.0
3964,193374,weaNAG2,FilmReleaseDate,4,0.0,0.0
3965,193374,wo68VDe,FilmReleaseDate,9,0.0,0.0
3966,193374,wzEadtZ,ShuffledTopPicks,15,0.0,0.0
3967,193374,xU8w7Ne,FilmReleaseDate,2,0.0,0.0
3968,193374,y7GMEsY,ShuffledTopPicks,1,0.0,0.0
3969,193374,ypaFG1S,ShuffledTopPicks,1,0.0,0.0
3970,193374,yxgZ3JU,FilmReleaseDate,1,0.0,0.0
3971,193374,zJ067je,PredictedRating,2,0.0,0.0
3972,193407,CEPPij3,ShuffledTopPicks,1,0.0,0.0
3973,193506,45MAjdB,TagSimilarity,1,0.0,0.0
3974,193643,0Qqrn3h,ShuffledTopPicks,4,2.0,0.0
3975,193643,2jX8Hog,TagSimilarity,1,0.0,0.0
3976,193643,4TeOP5X,PredictedRating,6,0.0,0.0
3977,193643,FppqpF7,FilmReleaseDate,1,0.0,0.0
3978,193643,KJbg29m,ShuffledTopPicks,5,0.0,0.0
3979,193643,Si0SJsc,PredictedRating,1,0.0,0.0
3980,193643,sN3gWYP,PredictedRating,1,0.0,0.0
3981,193643,zYSWYRO,TagSimilarity,1,0.0,0.0
3982,193758,3m7fbQ5,TagSimilarity,2,0.0,0.0
3983,193758,3xC0pNm,PredictedRating,2,0.0,0.0
3984,193758,4GvM2I4,PredictedRating,9,0.0,0.0
3985,193758,51xAVpp,ShuffledTopPicks,3,0.0,0.0
3986,193758,CqRQhaw,ShuffledTopPicks,4,0.0,0.0
3987,193758,DKTBA9Q,ShuffledTopPicks,3,0.0,0.0
3988,193758,Etg83eo,FilmReleaseDate,16,0.0,0.0
3989,193758,GsXSnNA,TagSimilarity,1,0.0,0.0
3990,193758,HYBgCej,ShuffledTopPicks,1,0.0,0.0
3991,193758,HtjPRse,FilmReleaseDate,1,0.0,0.0
3992,193758,JnhIYd1,PredictedRating,1,0.0,0.0
3993,193758,K8owapm,ShuffledTopPicks,1,0.0,0.0
3994,193758,KCUI7fU,FilmReleaseDate,2,0.0,0.0
3995,193758,OEm2Jv0,ShuffledTopPicks,1,0.0,0.0
3996,193758,RYtHfwI,ShuffledTopPicks,3,0.0,0.0
3997,193758,SkwNkP0,PredictedRating,2,0.0,0.0
3998,193758,Sn29lUP,TagSimilarity,1,0.0,0.0
3999,193758,TdivzOu,PredictedRating,1,0.0,0.0
4000,193758,TxAtlTP,PredictedRating,2,0.0,0.0
4001,193758,UxVyNmx,TagSimilarity,3,0.0,0.0
4002,193758,VKRAPT2,ShuffledTopPicks,1,0.0,0.0
4003,193758,WY0F11u,PredictedRating,6,0.0,0.0
4004,193758,WZj5T9b,ShuffledTopPicks,6,0.0,0.0
4005,193758,XXJ8gDo,FilmReleaseDate,5,0.0,0.0
4006,193758,ebUrApN,ShuffledTopPicks,25,0.0,0.0
4007,193758,fIfw2z0,ShuffledTopPicks,1,0.0,0.0
4008,193758,gt2Rlyr,PredictedRating,2,0.0,0.0
4009,193758,iZed0JY,ShuffledTopPicks,1,0.0,0.0
4010,193758,isXlOm1,TagSimilarity,1,0.0,0.0
4011,193758,ishyyPP,TagSimilarity,2,0.0,0.0
4012,193758,lnPdvVZ,FilmReleaseDate,2,0.0,0.0
4013,193758,mR5RHuG,PredictedRating,1,0.0,0.0
4014,193758,oCzOsee,PredictedRating,1,0.0,0.0
4015,193758,oLxQy9P,PredictedRating,3,0.0,0.0
4016,193758,zEKyapQ,TagSimilarity,8,0.0,0.0
4017,193876,o4EWKbH,TagSimilarity,6,0.0,0.0
4018,193926,AWuF41c,PredictedRating,4,0.0,0.0
4019,193926,W6qFEiV,FilmReleaseDate,2,0.0,0.0
4020,193930,2CBAJ3Q,FilmReleaseDate,5,0.0,0.0
4021,193930,778Hs4H,ShuffledTopPicks,1,0.0,0.0
4022,193930,7IBZGR5,PredictedRating,1,0.0,0.0
4023,193930,QLSnT35,PredictedRating,1,0.0,0.0
4024,193930,VGR2aDa,FilmReleaseDate,1,0.0,0.0
4025,193930,l5ZecHU,ShuffledTopPicks,1,0.0,0.0
4026,193930,txxGF0S,FilmReleaseDate,1,0.0,0.0
4027,193930,yrKvqdf,FilmReleaseDate,3,0.0,0.0
4028,194006,DbQqMSS,TagSimilarity,1,0.0,0.0
4029,194006,DfBWftP,ShuffledTopPicks,1,0.0,0.0
4030,194006,oCmytkg,FilmReleaseDate,1,0.0,0.0
4031,194037,EIT2MIr,PredictedRating,1,0.0,0.0
4032,194037,EcFBUFn,TagSimilarity,1,0.0,0.0
4033,194037,EvZoauL,TagSimilarity,1,0.0,0.0
4034,194037,GIQTzXt,PredictedRating,1,0.0,0.0
4035,194037,JdZUMSM,PredictedRating,7,0.0,0.0
4036,194037,LPy3euP,FilmReleaseDate,1,0.0,0.0
4037,194037,YO8JwRw,TagSimilarity,2,0.0,0.0
4038,194037,Yn10r34,ShuffledTopPicks,1,0.0,0.0
4039,194037,duJg4n4,ShuffledTopPicks,1,0.0,0.0
4040,194037,gY305yE,ShuffledTopPicks,2,0.0,0.0
4041,194042,2uH1H91,PredictedRating,7,0.0,0.0
4042,194042,xz8kqaH,TagSimilarity,1,0.0,0.0
4043,194215,zEESsjX,PredictedRating,3,0.0,0.0
4044,194312,1TvlqtG,ShuffledTopPicks,1,0.0,0.0
4045,194363,8CsIUHL,TagSimilarity,1,0.0,0.0
4046,194363,8GNn3WW,PredictedRating,1,0.0,0.0
4047,194363,H1K3sOp,ShuffledTopPicks,1,0.0,0.0
4048,194363,PCkalPC,FilmReleaseDate,1,0.0,0.0
4049,194363,Rjn7TH8,FilmReleaseDate,6,3.0,0.0
4050,194363,aR4MjPg,ShuffledTopPicks,7,0.0,0.0
4051,194376,PVUqrSe,TagSimilarity,1,0.0,0.0
4052,194376,qhKXu7j,FilmReleaseDate,1,0.0,0.0
4053,194377,IUdjM2e,TagSimilarity,1,0.0,0.0
4054,194430,6sI669O,TagSimilarity,6,0.0,0.0
4055,194430,GW5QVkz,ShuffledTopPicks,1,0.0,0.0
4056,194430,HlkZDQj,FilmReleaseDate,2,0.0,0.0
4057,194430,LFbDCrL,TagSimilarity,1,0.0,0.0
4058,194430,PM5HSfg,PredictedRating,2,0.0,0.0
4059,194430,QTffkSn,PredictedRating,4,0.0,0.0
4060,194430,ZK2ID2G,TagSimilarity,2,1.0,0.0
4061,194430,agvPjrH,ShuffledTopPicks,12,0.0,0.0
4062,194430,ejsIYwd,PredictedRating,11,1.0,0.0
4063,194430,oCKtl8s,ShuffledTopPicks,2,0.0,0.0
4064,194478,SdAbOBp,ShuffledTopPicks,2,0.0,0.0
4065,194532,BQRjV8B,FilmReleaseDate,2,0.0,0.0
4066,194532,FAeKQlQ,TagSimilarity,1,0.0,0.0
4067,194532,LWLvQjC,FilmReleaseDate,1,0.0,0.0
4068,194532,RkKeLqx,PredictedRating,1,0.0,0.0
4069,194532,UGOUX58,PredictedRating,2,0.0,0.0
4070,194584,3iWKW2H,TagSimilarity,1,0.0,0.0
4071,194584,4OvzFrn,ShuffledTopPicks,2,0.0,0.0
4072,194584,WLmPThU,PredictedRating,3,0.0,0.0
4073,194584,bHdqZrI,FilmReleaseDate,8,0.0,0.0
4074,194718,JsjTJHI,TagSimilarity,2,0.0,0.0
4075,194906,Tk1CbuZ,TagSimilarity,15,0.0,0.0
4076,194924,4pRFUaw,FilmReleaseDate,1,0.0,0.0
4077,194924,CT5UbXf,ShuffledTopPicks,1,0.0,0.0
4078,194999,ORQvjHS,FilmReleaseDate,3,0.0,0.0
4079,194999,xEAqNQq,PredictedRating,1,0.0,0.0
4080,195148,0oF7w9M,PredictedRating,2,0.0,0.0
4081,195148,8DFvuHE,ShuffledTopPicks,1,0.0,0.0
4082,195148,FzMq6qc,FilmReleaseDate,1,0.0,0.0
4083,195148,QkvufUH,FilmReleaseDate,1,0.0,0.0
4084,195148,Ux4dhYi,FilmReleaseDate,1,0.0,0.0
4085,195148,XijkyIx,FilmReleaseDate,1,0.0,0.0
4086,195148,bp1X3Np,PredictedRating,2,0.0,0.0
4087,195148,f4r74Bo,TagSimilarity,4,0.0,0.0
4088,195148,nuFqAjN,ShuffledTopPicks,2,0.0,0.0
4089,195148,s1YmfJA,FilmReleaseDate,1,0.0,0.0
4090,195199,FcTEuOB,ShuffledTopPicks,3,0.0,0.0
4091,195229,lEKRZQ9,FilmReleaseDate,1,0.0,0.0
4092,195267,7OdTllo,TagSimilarity,3,1.0,0.0
4093,195267,iARPd5h,PredictedRating,1,0.0,0.0
4094,195280,asmUv6e,FilmReleaseDate,1,0.0,0.0
4095,195280,sJY7V8v,PredictedRating,1,0.0,0.0
4096,195298,K30266y,PredictedRating,2,0.0,0.0
4097,195745,nLwhUGV,PredictedRating,1,0.0,0.0
4098,196173,6yTUAQr,ShuffledTopPicks,1,0.0,0.0
4099,196323,GqrGsoX,ShuffledTopPicks,1,0.0,0.0
4100,196323,xbxjZm2,PredictedRating,1,0.0,0.0
4101,196393,30a4TEU,FilmReleaseDate,1,0.0,0.0
4102,196393,Gx0nAX9,TagSimilarity,1,0.0,0.0
4103,196393,yhUdbNL,TagSimilarity,1,0.0,0.0
4104,196547,4k1I3Aj,PredictedRating,16,0.0,0.0
4105,196547,Dcd8PHR,ShuffledTopPicks,2,0.0,0.0
4106,196547,K9UBj7J,ShuffledTopPicks,1,0.0,0.0
4107,196547,cbSVD9K,FilmReleaseDate,4,0.0,0.0
4108,196547,lzPnzzy,TagSimilarity,2,1.0,0.0
4109,196547,nJiKimr,TagSimilarity,1,0.0,0.0
4110,196547,unCMFwI,FilmReleaseDate,1,0.0,0.0
4111,196565,F1SnLkh,ShuffledTopPicks,11,0.0,0.0
4112,196732,DbOb7Qi,TagSimilarity,1,0.0,0.0
4113,196825,bmqNDru,ShuffledTopPicks,2,0.0,0.0
4114,196883,5QcFCmx,TagSimilarity,1,0.0,0.0
4115,196883,EtHqms2,TagSimilarity,1,0.0,0.0
4116,196883,W2L7nDj,ShuffledTopPicks,1,0.0,0.0
4117,196884,1NamWIs,ShuffledTopPicks,1,0.0,0.0
4118,196884,1Q9sY2b,FilmReleaseDate,1,0.0,0.0
4119,196884,3TbfyaH,PredictedRating,1,0.0,0.0
4120,196884,4N55j7X,PredictedRating,2,0.0,0.0
4121,196884,4iD7QYL,ShuffledTopPicks,3,0.0,0.0
4122,196884,506sxPA,FilmReleaseDate,3,0.0,0.0
4123,196884,Ba9KvGb,PredictedRating,3,0.0,0.0
4124,196884,FnZNiuq,ShuffledTopPicks,1,0.0,0.0
4125,196884,JyLPfcY,TagSimilarity,1,0.0,0.0
4126,196884,Quom1xD,FilmReleaseDate,1,0.0,0.0
4127,196884,TgBpkS4,ShuffledTopPicks,4,0.0,0.0
4128,196884,lTjedW0,PredictedRating,2,0.0,0.0
4129,196884,oTcYExv,TagSimilarity,6,1.0,0.0
4130,196884,w5QwNH6,TagSimilarity,1,0.0,0.0
4131,196959,IemxEvT,ShuffledTopPicks,1,0.0,0.0
4132,196959,OWsbvu0,TagSimilarity,1,0.0,0.0
4133,196959,OvHp6gr,TagSimilarity,1,0.0,0.0
4134,196959,X3snzpx,ShuffledTopPicks,1,0.0,0.0
4135,196959,XDU3tvT,FilmReleaseDate,1,0.0,0.0
4136,196959,yVacidn,TagSimilarity,1,0.0,0.0
4137,196996,1HhV1sW,FilmReleaseDate,13,0.0,0.0
4138,196996,2F3W3Dw,TagSimilarity,1,0.0,0.0
4139,196996,8ucaDMS,ShuffledTopPicks,1,0.0,0.0
4140,196996,A4CPGew,FilmReleaseDate,8,0.0,0.0
4141,196996,CQdkjZM,TagSimilarity,3,0.0,0.0
4142,196996,YUdIXKm,ShuffledTopPicks,1,0.0,0.0
4143,196996,h7BIuno,FilmReleaseDate,1,0.0,0.0
4144,196996,k7YKlHo,PredictedRating,2,0.0,0.0
4145,196996,l9OHdQW,TagSimilarity,5,0.0,0.0
4146,196996,mxr82AL,PredictedRating,7,0.0,0.0
4147,196996,o3yarDX,ShuffledTopPicks,1,0.0,0.0
4148,196996,rrLD0cG,ShuffledTopPicks,1,0.0,0.0
4149,197037,02Fqn9y,PredictedRating,1,0.0,0.0
4150,197037,1QR7Ziu,TagSimilarity,6,0.0,0.0
4151,197037,3pWkJWG,FilmReleaseDate,1,0.0,0.0
4152,197037,GQsnj9H,ShuffledTopPicks,1,0.0,0.0
4153,197037,K4fp4ZW,TagSimilarity,1,0.0,0.0
4154,197037,OylE19H,FilmReleaseDate,1,0.0,0.0
4155,197037,QLvaWEU,TagSimilarity,1,0.0,0.0
4156,197037,TyPEAxH,ShuffledTopPicks,1,0.0,0.0
4157,197037,bB1J8sp,PredictedRating,1,0.0,0.0
4158,197037,gxybMcI,PredictedRating,1,0.0,0.0
4159,197037,lAevK5X,FilmReleaseDate,1,0.0,0.0
4160,197037,p2oM97e,ShuffledTopPicks,1,0.0,0.0
4161,197037,q0h1LRA,ShuffledTopPicks,2,0.0,0.0
4162,197037,tBBncor,PredictedRating,2,0.0,0.0
4163,197079,HdsWWmC,FilmReleaseDate,2,0.0,0.0
4164,197248,uvb2vgP,PredictedRating,1,0.0,0.0
4165,197552,Of2moyX,TagSimilarity,8,0.0,0.0
4166,197552,i0YDzsW,PredictedRating,2,0.0,0.0
4167,197552,pP6F1F8,ShuffledTopPicks,5,0.0,0.0
4168,197599,Do9Bf5j,PredictedRating,1,0.0,0.0
4169,197599,sXzmztP,FilmReleaseDate,2,1.0,0.0
4170,197599,zIITi9i,PredictedRating,1,0.0,0.0
4171,197667,1KkFtHX,TagSimilarity,2,0.0,0.0
4172,197667,1PPw0ou,TagSimilarity,11,1.0,0.0
4173,197667,3GsN2Qp,ShuffledTopPicks,1,0.0,0.0
4174,197667,3NoVt0X,ShuffledTopPicks,2,0.0,0.0
4175,197667,6zqaqKm,PredictedRating,1,0.0,0.0
4176,197667,8mh7GkJ,ShuffledTopPicks,5,1.0,0.0
4177,197667,9rU1oWd,PredictedRating,8,2.0,0.0
4178,197667,AePzKum,FilmReleaseDate,3,0.0,0.0
4179,197667,C9BYHc9,ShuffledTopPicks,2,0.0,0.0
4180,197667,CHLMoVu,TagSimilarity,2,0.0,0.0
4181,197667,CPvGjOx,TagSimilarity,1,0.0,0.0
4182,197667,EbOi889,FilmReleaseDate,1,0.0,0.0
4183,197667,FptV6yf,TagSimilarity,1,0.0,0.0
4184,197667,FwPjqen,PredictedRating,3,0.0,0.0
4185,197667,GLx5sj5,PredictedRating,1,0.0,0.0
4186,197667,GXo9g8U,PredictedRating,1,0.0,0.0
4187,197667,HfUXwPQ,FilmReleaseDate,7,0.0,0.0
4188,197667,M9ExiLJ,FilmReleaseDate,1,0.0,0.0
4189,197667,OwXdi3R,FilmReleaseDate,1,0.0,0.0
4190,197667,QdUWD33,FilmReleaseDate,1,0.0,0.0
4191,197667,RIjePog,TagSimilarity,1,0.0,0.0
4192,197667,Sg2zQvP,ShuffledTopPicks,1,0.0,0.0
4193,197667,TgKNubi,PredictedRating,1,0.0,0.0
4194,197667,W1M74uT,TagSimilarity,2,0.0,0.0
4195,197667,WhN5cbI,PredictedRating,1,0.0,0.0
4196,197667,YyH2NEX,ShuffledTopPicks,2,0.0,0.0
4197,197667,a24EVOz,TagSimilarity,1,0.0,0.0
4198,197667,aLz4MrV,ShuffledTopPicks,2,0.0,0.0
4199,197667,cs44C1i,FilmReleaseDate,1,0.0,0.0
4200,197667,fjgSvyd,PredictedRating,6,0.0,0.0
4201,197667,jMtikgZ,ShuffledTopPicks,2,0.0,0.0
4202,197667,kma7jKK,FilmReleaseDate,1,0.0,0.0
4203,197667,r4Ac4AB,FilmReleaseDate,2,0.0,0.0
4204,197667,r6vPHmL,TagSimilarity,1,0.0,0.0
4205,197667,rETnlEy,TagSimilarity,2,0.0,0.0
4206,197667,sYLlw5A,FilmReleaseDate,2,0.0,0.0
4207,197667,stzPoOr,ShuffledTopPicks,1,0.0,0.0
4208,197667,tGljK3C,FilmReleaseDate,1,0.0,0.0
4209,197667,vcwjm6e,PredictedRating,1,0.0,0.0
4210,197667,wGwfeBp,FilmReleaseDate,2,0.0,0.0
4211,197667,xR0ew8C,PredictedRating,1,0.0,0.0
4212,197667,xjuhepj,TagSimilarity,1,0.0,0.0
4213,197667,yOWIzfr,FilmReleaseDate,5,0.0,0.0
4214,197853,iKf3HGi,TagSimilarity,1,0.0,0.0
4215,197871,5IXtSk5,TagSimilarity,6,0.0,0.0
4216,197871,7wSuVs5,TagSimilarity,2,0.0,0.0
4217,197871,DXTX9uA,FilmReleaseDate,2,1.0,0.0
4218,197871,IhNWuDG,FilmReleaseDate,7,0.0,0.0
4219,197871,RshLJJ1,PredictedRating,2,0.0,0.0
4220,197871,Y08TKPK,ShuffledTopPicks,1,0.0,0.0
4221,197871,jrOFImC,PredictedRating,5,0.0,0.0
4222,198079,41D1pwK,FilmReleaseDate,4,0.0,0.0
4223,198079,g7f6O4E,TagSimilarity,1,0.0,0.0
4224,198215,3KDHjBg,TagSimilarity,1,0.0,0.0
4225,198260,IJn1yAf,PredictedRating,6,0.0,0.0
4226,198260,KgBfIn1,PredictedRating,8,0.0,0.0
4227,198260,Xqnjq2d,PredictedRating,1,0.0,0.0
4228,198260,zS3nBHQ,TagSimilarity,2,0.0,0.0
4229,198295,ZKoPzBX,FilmReleaseDate,2,0.0,0.0
4230,198309,W6l1mSM,FilmReleaseDate,1,0.0,0.0
4231,198321,qkSYYbK,FilmReleaseDate,1,0.0,0.0
4232,198321,uYkqx21,ShuffledTopPicks,1,0.0,0.0
4233,198327,6udSzjK,ShuffledTopPicks,8,0.0,0.0
4234,198327,MrRYTkR,ShuffledTopPicks,3,0.0,0.0
4235,198327,uhy4jDq,FilmReleaseDate,2,0.0,0.0
